时间,预售及点映总票房(元),合计(万),点映预售(元),首日预售(元),分日明细
2026-08-09 19:52:47,101517970,10151.8,100259844,958551,"{""20260808"": {""票房(元)"": 39211970, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 58360517, ""场次"": 60087, ""人次"": ""159.8万""}, ""20260810"": {""票房(元)"": 2687357, ""场次"": 65240, ""人次"": ""6.8万""}, ""20260811"": {""票房(元)"": 958551, ""场次"": 77486, ""人次"": ""2.2万""}}"
2026-08-09 20:00:29,102260583,10226.06,100991200,964570,"{""20260808"": {""票房(元)"": 39211970, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 59035731, ""场次"": 60088, ""人次"": ""161.7万""}, ""20260810"": {""票房(元)"": 2743499, ""场次"": 65402, ""人次"": ""6.9万""}, ""20260811"": {""票房(元)"": 964570, ""场次"": 77690, ""人次"": ""2.2万""}}"
2026-08-09 21:00:29,105721239,10572.12,104327191,1044123,"{""20260808"": {""票房(元)"": 39211970, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62033603, ""场次"": 60090, ""人次"": ""170.2万""}, ""20260810"": {""票房(元)"": 3081618, ""场次"": 66884, ""人次"": ""7.8万""}, ""20260811"": {""票房(元)"": 1044123, ""场次"": 80020, ""人次"": ""2.4万""}}"
2026-08-09 22:00:30,106762432,10676.24,105235210,1135915,"{""20260808"": {""票房(元)"": 39211970, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62312956, ""场次"": 60084, ""人次"": ""171.1万""}, ""20260810"": {""票房(元)"": 3710284, ""场次"": 67901, ""人次"": ""9.6万""}, ""20260811"": {""票房(元)"": 1135915, ""场次"": 82116, ""人次"": ""2.6万""}}"
2026-08-09 22:20:04,107080454,10708.05,105519475,1159340,"{""20260808"": {""票房(元)"": 39212145, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62515468, ""场次"": 60084, ""人次"": ""171.7万""}, ""20260810"": {""票房(元)"": 3791862, ""场次"": 68157, ""人次"": ""9.8万""}, ""20260811"": {""票房(元)"": 1159340, ""场次"": 82833, ""人次"": ""2.7万""}}"
2026-08-09 23:00:39,107614812,10761.48,105956751,1224663,"{""20260808"": {""票房(元)"": 39212145, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62608599, ""场次"": 60084, ""人次"": ""171.9万""}, ""20260810"": {""票房(元)"": 4136007, ""场次"": 68643, ""人次"": ""10.8万""}, ""20260811"": {""票房(元)"": 1224663, ""场次"": 84004, ""人次"": ""2.8万""}}"
2026-08-09 23:57:05,108558631,10855.86,106745552,1338880,"{""20260808"": {""票房(元)"": 39212413, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62634552, ""场次"": 60084, ""人次"": ""171.9万""}, ""20260810"": {""票房(元)"": 4898587, ""场次"": 68977, ""人次"": ""12.9万""}, ""20260811"": {""票房(元)"": 1338880, ""场次"": 85559, ""人次"": ""3.1万""}}"
2026-08-10 00:00:29,108610822,10861.08,106787767,1346493,"{""20260808"": {""票房(元)"": 39212413, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62636437, ""场次"": 60084, ""人次"": ""171.9万""}, ""20260810"": {""票房(元)"": 4938917, ""场次"": 68983, ""人次"": ""13.1万""}, ""20260811"": {""票房(元)"": 1346493, ""场次"": 85657, ""人次"": ""3.1万""}}"
2026-08-10 01:00:29,109045875,10904.59,107151191,1399830,"{""20260808"": {""票房(元)"": 39212413, ""场次"": 66025, ""人次"": ""102.7万""}, ""20260809"": {""票房(元)"": 62636437, ""场次"": 60084, ""人次"": ""171.9万""}, ""20260810"": {""票房(元)"": 5302341, ""场次"": 69161, ""人次"": ""14.1万""}, ""20260811"": {""票房(元)"": 1399830, ""场次"": 86407, ""人次"": ""3.3万""}}"
2026-08-10 01:08:23,109100789,10910.08,107192643,1407681,"{""20260810"": {""票房(元)"": 5343793, ""场次"": 69184, ""人次"": ""14.2万""}, ""20260811"": {""票房(元)"": 1407681, ""场次"": 86532, ""人次"": ""3.3万""}, ""20260812"": {""票房(元)"": 310565, ""场次"": 46154, ""人次"": ""4535""}}"
2026-08-10 02:00:39,109366991,10936.7,107391584,1453520,"{""20260810"": {""票房(元)"": 5542734, ""场次"": 69229, ""人次"": ""14.8万""}, ""20260811"": {""票房(元)"": 1453520, ""场次"": 86920, ""人次"": ""3.4万""}, ""20260812"": {""票房(元)"": 326440, ""场次"": 46308, ""人次"": ""4729""}}"
2026-08-10 03:00:41,109579532,10957.95,107548047,1498542,"{""20260810"": {""票房(元)"": 5699197, ""场次"": 69328, ""人次"": ""15.2万""}, ""20260811"": {""票房(元)"": 1498542, ""场次"": 87139, ""人次"": ""3.5万""}, ""20260812"": {""票房(元)"": 335358, ""场次"": 46452, ""人次"": ""4866""}}"
2026-08-10 03:57:21,109725098,10972.51,107637877,1535335,"{""20260810"": {""票房(元)"": 5789027, ""场次"": 69343, ""人次"": ""15.4万""}, ""20260811"": {""票房(元)"": 1535335, ""场次"": 87303, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 349224, ""场次"": 46492, ""人次"": ""5052""}}"
2026-08-10 04:00:30,109728815,10972.88,107640877,1535881,"{""20260810"": {""票房(元)"": 5792027, ""场次"": 69343, ""人次"": ""15.4万""}, ""20260811"": {""票房(元)"": 1535881, ""场次"": 87303, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 349391, ""场次"": 46492, ""人次"": ""5053""}}"
2026-08-10 05:00:28,109787419,10978.74,107685892,1546423,"{""20260810"": {""票房(元)"": 5837042, ""场次"": 69346, ""人次"": ""15.6万""}, ""20260811"": {""票房(元)"": 1546423, ""场次"": 87355, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 352021, ""场次"": 46551, ""人次"": ""5091""}}"
2026-08-10 05:59:04,109809541,10980.95,107702963,1550198,"{""20260810"": {""票房(元)"": 5854113, ""场次"": 69385, ""人次"": ""15.6万""}, ""20260811"": {""票房(元)"": 1550198, ""场次"": 87395, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 352846, ""场次"": 46554, ""人次"": ""5099""}}"
2026-08-10 06:00:31,109810155,10981.02,107703577,1550198,"{""20260810"": {""票房(元)"": 5854727, ""场次"": 69385, ""人次"": ""15.6万""}, ""20260811"": {""票房(元)"": 1550198, ""场次"": 87395, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 352846, ""场次"": 46554, ""人次"": ""5099""}}"
2026-08-10 07:00:30,109877044,10987.7,107762644,1556328,"{""20260810"": {""票房(元)"": 5913794, ""场次"": 69403, ""人次"": ""15.8万""}, ""20260811"": {""票房(元)"": 1556328, ""场次"": 87445, ""人次"": ""3.6万""}, ""20260812"": {""票房(元)"": 354306, ""场次"": 46604, ""人次"": ""5125""}}"
2026-08-10 07:58:54,109973555,10997.36,107853245,1559087,"{""20260810"": {""票房(元)"": 6004395, ""场次"": 69436, ""人次"": ""16.0万""}, ""20260811"": {""票房(元)"": 1559087, ""场次"": 87503, ""人次"": ""3.7万""}, ""20260812"": {""票房(元)"": 356443, ""场次"": 46741, ""人次"": ""5170""}}"
2026-08-10 08:00:29,109978348,10997.83,107857773,1559341,"{""20260810"": {""票房(元)"": 6008923, ""场次"": 69433, ""人次"": ""16.0万""}, ""20260811"": {""票房(元)"": 1559341, ""场次"": 87522, ""人次"": ""3.7万""}, ""20260812"": {""票房(元)"": 356443, ""场次"": 46741, ""人次"": ""5170""}}"
2026-08-10 09:00:29,110263959,11026.4,108108053,1585003,"{""20260810"": {""票房(元)"": 6259203, ""场次"": 69631, ""人次"": ""16.7万""}, ""20260811"": {""票房(元)"": 1585003, ""场次"": 88177, ""人次"": ""3.7万""}, ""20260812"": {""票房(元)"": 361741, ""场次"": 47405, ""人次"": ""5261""}}"
2026-08-10 10:00:29,111012239,11101.22,108775117,1639718,"{""20260810"": {""票房(元)"": 6926267, ""场次"": 70008, ""人次"": ""18.5万""}, ""20260811"": {""票房(元)"": 1639718, ""场次"": 91916, ""人次"": ""3.9万""}, ""20260812"": {""票房(元)"": 376949, ""场次"": 50367, ""人次"": ""5523""}}"
2026-08-10 11:00:34,112510867,11251.09,110073001,1792085,"{""20260810"": {""票房(元)"": 8224151, ""场次"": 70437, ""人次"": ""22.1万""}, ""20260811"": {""票房(元)"": 1792085, ""场次"": 97499, ""人次"": ""4.3万""}, ""20260812"": {""票房(元)"": 410936, ""场次"": 55468, ""人次"": ""6117""}}"
2026-08-10 12:00:31,114765240,11476.52,112042589,2007489,"{""20260810"": {""票房(元)"": 10193739, ""场次"": 70667, ""人次"": ""27.6万""}, ""20260811"": {""票房(元)"": 2007489, ""场次"": 102716, ""人次"": ""4.8万""}, ""20260812"": {""票房(元)"": 460333, ""场次"": 60161, ""人次"": ""7088""}}"
